,solar_mass,solar_radius
0,0.045820224,0.10173536999999999
1,0.018137172,0.16750368999999998
2,0.075412452,0.11201167000000001
3,0.029592228,0.14797871999999998
4,0.051547752,0.10070773999999999
5,0.027683052,0.14695108999999998
6,0.040092696000000004,0.09659721999999998
7,0.040092696000000004,0.09659721999999998
8,0.021955524,0.16647606
9,0.011455056,0.13359189999999999
10,0.03818352,0.09659721999999998
11,0.027683052,0.14695108999999998
12,0.049638576000000004,0.10070773999999999
13,0.049638576000000004,0.10070773999999999
14,0.01909176,0.16647606
15,0.01909176,0.16544843
16,0.044865636,0.09968010999999999
17,0.044865636,0.09968010999999999
18,0.014318820000000001,0.15722739
19,0.01909176,0.16647606
20,0.025773876,0.14489582999999998
21,0.031501404000000004,0.10173536999999999
22,0.074457864,0.11098404
23,0.07636704,0.13050900999999998
24,0.06204822,0.19524969999999997
25,0.06204822,0.19524969999999997
26,0.07636704,0.09968010999999999
27,0.046774812,0.09968010999999999
28,0.084003744,0.11817744999999999
29,0.021955524,0.17058658
30,0.04295646,0.09762484999999999
31,0.017182584,0.13359189999999999
32,0.051547752,0.10070773999999999
33,0.069684924,0.10687352
34,0.069684924,0.14695108999999998
35,0.070639512,0.10790115
36,0.05250234,0.38844413999999994
37,0.09736797600000001,0.13050900999999998
38,0.01909176,0.13564716
39,0.028637640000000002,0.09762484999999999
40,0.07636704,0.11201167000000001
41,0.0954588,0.12948137999999998
42,0.037228932,0.20244310999999998
43,0.045820224,0.09968010999999999
44,0.021000936,0.18291813999999998
45,0.061093632,0.102763
46,0.00099277152,7.398935999999999
47,0.061093632,0.102763
48,0.020046348000000002,0.14181293999999997
49,0.044865636,0.09968010999999999
50,0.064911984,0.10379063
51,0.058229868000000004,0.10379063
52,0.026728464,0.14489582999999998
53,0.036274344,0.15517213
54,0.053456928,0.10173536999999999
55,0.063957396,0.10379063
56,0.07159410000000001,0.10790115
57,0.068730336,0.10584589
58,0.024819288000000002,0.10070773999999999
59,0.039138108,0.09659721999999998
60,0.035319756,0.09659721999999998
61,0.041047284,0.09659721999999998
62,0.067775748,0.10584589
63,0.00191872188,6.987883999999999
64,0.042001872,0.09659721999999998
65,0.049638576000000004,0.10070773999999999
66,0.045820224,0.10173536999999999
67,0.084003744,0.11817744999999999
68,0.043911048,0.09865247999999999
69,0.059184456,0.102763
70,0.061093632,0.102763
71,0.073503276,0.10995641
72,0.0477294,0.10070773999999999
73,0.040092696000000004,0.09659721999999998
74,0.030546816,0.09762484999999999
75,0.046774812,0.09865247999999999
76,0.042001872,0.09659721999999998
77,0.048683988000000004,0.10070773999999999
78,0.025773876,0.14489582999999998
79,0.046774812,0.09968010999999999
80,0.040092696000000004,0.09659721999999998
81,0.073503276,0.10995641
82,0.041047284,0.10481826
83,0.03818352,0.10379063
84,0.061093632,0.102763
85,0.034365168,0.24560357
86,0.007636704,0.18497339999999998
87,0.008591292,0.12742612
88,0.031501404000000004,0.09865247999999999
89,0.028637640000000002,0.2260786
90,0.035319756,0.1541445
91,0.061093632,0.102763
92,0.016227996,0.17572473
93,0.040092696000000004,0.09659721999999998
94,0.039138108,0.09659721999999998
95,0.001909176,2.5690749999999998
96,0.044865636,0.10070773999999999
97,0.060139044,0.10070773999999999
98,0.055366104,0.10070773999999999
99,0.063957396,0.10379063
100,0.048683988000000004,0.09968010999999999
101,0.042001872,0.09659721999999998
102,0.060139044,0.102763
103,0.030546816,0.09865247999999999
104,0.056320692,0.10173536999999999
105,0.020046348000000002,0.13564716
106,0.072548688,0.10892878
107,0.068730336,0.10584589
108,0.087822096,0.12228796999999998
109,0.056320692,0.10173536999999999
110,0.0105959268,0.1541445
111,0.008591292,0.13359189999999999
112,0.07159410000000001,0.10790115
113,0.042001872,0.09659721999999998
114,0.042001872,0.09659721999999998
115,0.065866572,0.10481826
116,0.057275280000000005,0.10173536999999999
117,0.075412452,0.11098404
118,0.054411516,0.10173536999999999
119,0.051547752,0.10070773999999999
120,0.060139044,0.102763
121,0.042001872,0.09659721999999998
122,0.028637640000000002,0.14695108999999998
123,0.067775748,0.10584589
124,0.040092696000000004,0.09659721999999998
125,0.041047284,0.09659721999999998
126,0.067775748,0.10584589
127,0.046774812,0.09968010999999999
128,0.039138108,0.09659721999999998
129,0.069684924,0.10687352
130,0.022910112,0.14386819999999997
131,0.044865636,0.09968010999999999
132,0.04295646,0.09762484999999999
133,0.073503276,0.10995641
134,0.063957396,0.10379063
135,0.091640448,0.12537086
136,0.0238647,0.19319443999999997
137,0.043911048,0.09865247999999999
138,0.06682116,0.10481826
139,0.065866572,0.10481826
140,0.0062048220000000005,0.15722739
141,0.089731272,0.12434322999999999
142,0.043911048,0.09865247999999999
143,0.05250234,0.10173536999999999
144,0.021000936,0.13667479
145,0.025773876,0.14489582999999998
146,0.058229868000000004,0.10173536999999999
147,0.040092696000000004,0.09659721999999998
148,0.069684924,0.10687352
149,0.011455056,0.13256426999999998
150,0.022910112,0.14284056999999997
151,0.016227996,0.16339317
152,0.084003744,0.11920507999999998
153,0.07636704,0.11201167000000001
154,0.005727528,0.12023270999999998
155,0.014318820000000001,0.4316046
156,0.00954588,0.39049939999999994
157,0.028637640000000002,0.08837618
